identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,images_5,images_6,images_7,images_8,avantages_dateFin,avantages_categorie,nro_paginas,page
5296,5601174204000,750.0,Periquita,"Vinho tinto península de setúbal, garrafa de 0.75 l",,3.69,4.92,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A59713B08AFE22BB2A0344F8EAFAD9A7.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,8
53166,8711327612754,140.0,Magnum,"Gelado bomboniera, 140 ml",,4.19,29.93,140,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D7EEE9024551E6345F84FF315A388587.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2C67DE42D7FCE19DB87FA0B25D923563.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2C67DE42D7FCE19DB87FA0B25D923563.jpg,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,8
53626,3600542509596,340.0,Garnier,Máscara Cabelo Ultra Suave Gama Maravilhosa,Embalagem de 340ml,4.74,13.94,340,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A2A1CFA5E77CBE04FF25DF4E2615ECC1.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,8
53913,5604260332991,300.0,PorSi,Cannelloni de Cogumelos 300g,,2.99,9.97,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/315ACE4086C41BD5C8418415638AF808.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,8
54312,8410436464444,,Bref,"Bloco Wc Power Activ Hawaii, 2x50g",,2.99,2.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E6F56107F0B25F3CF0C57A2824B11EF0.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/97802DD6CF6FD8D1BEA68435C834D580.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/97802DD6CF6FD8D1BEA68435C834D580.jpg,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,8
54355,9000100656863,,Bref,"Bloco Sanitário Poder Activo Aqua Duplo, 2un.",,2.99,2.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2D4402DF4DBC8F18978353140489AAE1.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,8
54458,3574661700557,650.0,Le Petit Marseillais,"Gel De Banho Leite E Baunilha Bio, 650ml",,3.49,5.37,650,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/60F4FEF746C5CD0FCCCDB689C4C46395.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,8
54558,5604260332748,200.0,Labell,Champô Seco Purificante & Volume 200ml,,2.09,10.45,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E9FE7C4221FB1398320FA7CC94692F65.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,8
54605,8720181468377,720.0,Dove,"Gel de banho fruity nourish, 720ml",,4.49,6.24,720,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FFA7012232765CFD968E176F1C94593A.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,8
54751,5601146030477,1000.0,Bandida do Pomar,"Sidra de macã, 1l",,2.49,2.49,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C3ED01E9D239AF9D81ACF3E9F61F1E62.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,8
54768,8711327618350,825.0,Carte DOr,"Gelado solero, 825 ml",,3.59,4.35,825,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/037FA5F0943D903D3343AB8B76CCCB74.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,8
54811,8445290486998,250.0,Nestum,"Nestum chocolate zero +3a, 250 g",,2.24,8.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E9CB9399D91E93DDB7A434FFF18ECCD1.jpg,,,,,,,,,2026-01-28T23:59:59Z,PROSPECTUS,14,8
55028,8711327640450,204.0,Magnum,"Gelado Bombom Chocolate Branco e Cookies, 12 x 17ml",,3.59,17.6,204,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/984A4EA72874051F4DF6EE3A7421716E.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,8
55106,8711327638259,300.0,Magnum,"Gelado Chocolate Clássico, 3 x 100ml",,2.99,9.97,300,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/71D76EEA6DF0C81B27DA80DC4DB27EDF.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,8
55113,8410500030650,600.0,Danone,"Iogurte Líquido Defesa Laranja e Multifrutas Tripla Ação, 6 x 100g",,3.29,5.48,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5762F1DEEFA584C3F413E0A8C1F308F1.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,8
55139,8711327617353,440.0,Magnum,"Gelado Double Caramelo Salgado, 440ml",,3.99,9.07,440,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/89C0DA483831A4866F47C15599B22B2A.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,8
56196,5604260330898,282.0,PorSi,Molho Kebab Top Down 282g,,1.59,5.64,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1FF9026B09BE5586085B9939015B8EA3.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,8
56361,5604260339013,600.0,PorSi,Pernil de Porco 600g,,4.49,7.48,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4868B85E798A58616E532D962CED2340.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,8
56605,5604260339426,250.0,PorSi,Feijoada à Transmontana 250g,,2.49,9.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/15127DA653F7F324DB32A939B74C1592.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,8
56704,5604260334513,350.0,PorSi,Asas de Frango 350g,,3.59,10.26,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A39325CE76661C34A1E1A09A5E2F61DB.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,8
56705,5604260333011,250.0,PorSi,Frango Kentucky 250g,,3.59,14.36,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/65D21C8A9932AC6DCD440E32B427BE45.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,8
766,4005500030263,400.0,Yogolino,Sobremesa láctea alperce 4x100g,,1.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/35565E007DE59883160198E8D7DDFAF9.jpg,,,,,,,,,2026-01-28T23:59:59Z,PROSPECTUS,14,8
865,5014328028740,16.0,Tetley,Infusão de frutos vermelhos,Embalagem de 20g,1.19,74.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/348A5DD80831EB64A79FCCD0224CCDD8.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,8
8946,5601385503336,50.0,Aquafresh,Dentifríco Júnior,Embalagem de 50 ml,2.24,44.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D41C8C0DFB64F70B6A37CFA22926C2FA.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,8
9286,5603722492068,1000.0,Mimosa,"Leite especial crescimento +3 anos, de 1l",,1.79,1.79,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/725DD97507787FA3537E15C080262D77.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C1DA16AEB6305B1844421608D84E82EB.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5674CBEBA359C0E43414CBEAA69D8774.jpg,,,,,,,2026-01-28T23:59:59Z,PROSPECTUS,14,8
9396,5604260326747,750.0,Selecção de Enófilos,"Vinho Branco Frisante Gaseificado 0,75l",,1.69,2.25,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/70E645B710EF476E1AFC381211BF7C8F.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,8
11633,5601174190006,750.0,Periquita,"Periquita Península de Setúbal Vinho Branco, garrafa 75 cl",,3.69,4.92,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7F698CDCE756F256CBB293491AD7CEE7.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,8
12237,7613034725936,390.0,Nesquik,"Achocolatado em pó extra chocolate, embalagem de 390g",,5.24,13.44,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/353302D99749C8164ECF43D711820BAA.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,8
1466,5601286235770,250.0,Milaneza,"Massa cuscus, embalagem de 250g",,0.61,2.44,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/606493A56C3149C89E86FD71CB1A6172.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,8
15368,5604260274239,300.0,PorSi,Flocos de Cereais Chocolate 300g,,2.19,7.3,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D28E8D242599DEB690A9DB4DEB5E9B40.jpg,,,,,,,,,2026-01-28T23:59:59Z,PROSPECTUS,14,8
24747,8410104124632,1000.0,Finish,"Detergente líquido máquina lavar loiça gel tudo em 1 regular, 1 l",,9.99,9.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BB255141086A3E25EB4E3D3BC40D205C.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,8
24820,5604321027057,200.0,Cemporcento,Bolachas marinheiras s/ sal,Embalagem de 200g,2.14,10.7,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6433CD8082970140E2309B703752760D.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,8
25088,5609238301139,200.0,Dystron,"Gel Higiene Íntima Antisséptico Sensitive, emb. 200 ml",,3.59,17.95,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/294B77E66469767E97739B2B672C00AA.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,8
25338,3600542075350,400.0,Garnier,Condicionador Ultra Suave Leite de Coco e Macadâmia,Embalagem de 400 ml,3.19,7.98,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2F14B38993C3AECCDBAF4177D1E202C3.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,8
25750,7613034596437,3000.0,Friskies,Ração para cão mini menu com vaca,Embalagem de 3 kg,8.44,2.81,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2296B11775F67113EEF61FB151567C52.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,8
26305,8435495801542,510.0,Gama,Detergente Manual p/ Lavar Roupa Regular,Embalagem de 510 g,1.78,3.49,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/76A1C7555826705FB1747A251DD116A0.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,8
2667,8008698002599,240.0,Schar,Pão caseiro sem glúten,Embalagem de 240g,3.99,16.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1906BEE2557980E59165B0F71CC575A2.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,8
2777,8410168399823,3000.0,Friskies,Ração para cão júnior vitafit com frango e leite,Embalagem de 3 kg,9.74,3.25,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8FB72E4F81A6A85337B0A193B644C666.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,8
29916,5600826203613,500.0,Prozis,"Manteiga de Amendoim Crocante, emb. 500 gr",,3.95,7.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/653E7BB96956ED829788BE2DC4A6D904.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,8
32302,4005900388636,50.0,Nivea,"Desodorizante Roll On Black & White Invisible Original, emb. 50 ml",,2.3,46.0,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A7033FA7EF521736C8A4EC3A7B6E46A0.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,8
32327,8710447284094,400.0,Axe,"Gel banho dark temptation, embalagem de 400 ml",,3.59,8.98,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/718F4B80D524663A378DDA85C96770AC.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,9
33222,3228024070282,125.0,Président,"Queijo creme de brie, 125 g",,2.29,18.32,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2AAFD2A727A31BD627AF622B3C191D3.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,9
33417,7613036607681,240.0,Cerelac,"Papa Infantil Láctea Aveia, Maçã e Cenoura Seleção da Natureza +6M, emb. 240 gr",Embalagem de 240g,2.99,12.46,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A44EB4797E6113C3E0EEBA3D69E28D1E.jpg,,,,,,,,,2026-01-28T23:59:59Z,PROSPECTUS,14,9
35111,4005900388834,50.0,Nivea Men,"Desodorizante Roll On Men Cool Kick, emb. 50 ml",,2.69,53.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/691A994E096586847CC8AF87A4722A9D.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,9
35631,8410436329545,100.0,Sonasol,Bloco sanitário desinfectante duplo floral,Embalagem de 2 x 50 g,2.99,29.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4EBD52C2D6799DC552F1A6B94AE3AADD.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,9
35914,5603722509643,800.0,Mimosa,"Leite bem essencial cereais, embalagem de 4 x 200 ml",,1.69,2.11,800,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/53D601E4EFD5900D77A7BE2A45205C39.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,9
37520,0000087120158,330.0,Heineken,"Cerveja, lata de 0.33 l",,0.99,3.0,330,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0496C4EC38EFA0D15B7605392D581F05.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,9
39575,5604321035977,50.0,Cemporcento,"Marinheiras natural mini, embalagem de 50g",,0.64,12.8,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1103A0DDC1F0F88BE72C9E727287D3EC.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,9
40826,7613035001848,,Nescafé,"Café dolce gusto ricoré, embalagem com 16 cápsulas",,5.89,5.89,16,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D720192AFF061E3E5E32F51D24E94356.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,9
41309,8410376059380,180.0,Gullón,"Wafer baunilha diet nature, 180g",,1.59,8.83,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B8B278F9CEABFABE96439AD294DD16A0.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,9
4313,3600540539519,200.0,Garnier,Creme de pentear Ultra Suave com abacate,Embalagem de 200 ml,3.49,17.45,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5984748F40E55B1149269AC5AFDC94E0.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,9
43407,8710847961137,360.0,Linic,"Champô cabelos oleosos para mulher, 360 ml",,4.94,13.72,360,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D99FE8D2453A231FCFB1F4A24A0F5403.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,9
43713,5604649921716,350.0,Fruta,"Manga kent ""avião""",Embalagem de 350 g,4.39,12.54,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A123F4FF7CC271D83C6E23B500A22E69.jpg,,,,,,,,,2026-01-28T23:59:59Z,PROSPECTUS,14,9
44246,8410376057805,275.0,Gullón,"Bolachas digestivas de aveia com chocolate preto sem açúcar, 275g",,3.19,11.6,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AE2A62A364AE1953F2A1BA8FCF253DC2.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,9
44791,5603722514838,480.0,Mimosa,"Iogurte magro morango sem lactose, embalagem de 4x 120g",,2.09,4.35,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/64C880A131BDEB5665445D1784EA7075.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,9
44833,7613287235756,7.0,Cerelac,"Snack para Bebé de Framboesa NutriPuffs +8M, emb. 7 gr",Embalagem de 7g,0.57,81.43,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6A9D9D09B0B737ABCD74CAEF7A48F840.jpg,,,,,,,,,2026-01-28T23:59:59Z,PROSPECTUS,14,9
45029,3600542369794,400.0,Garnier,"Champô Ultra Suave camomila, 400 ml",,3.19,7.98,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3D84CCE5242E797E89883507C54F8153.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,9
46308,5604260315024,500.0,PorSi,Couve-flor Cortada 500 G,,1.85,3.7,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0DD69E1B5ACA47D267FC58E741AAAF98.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,9
46333,5054563107510,75.0,Sensodyne,Dentífrico sensibilidade e gengivas,Embalagem de 75 ml,3.96,52.8,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FB46A103FD259F3133F02CC556AD6D4A.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,9
46511,5054563103260,75.0,Sensodyne,Dentífrico proteção diária,Embalagem de 75 ml,2.99,39.87,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E4C1B29ED10FB64DAE7D0A3940527894.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,9
47064,5900852054884,85.0,Blédina,"Frutapura maçã manga laranja, embalagem de 85g",,0.67,7.88,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9DEC9C7C8D4977CF116F0FD542AB187C.jpg,,,,,,,,,2026-01-28T23:59:59Z,PROSPECTUS,14,9
47875,5604260323258,500.0,PorSi,Óleo Corporal para Bebé Delicado,Embalagem de 500 ml,2.69,5.38,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA4D1EA5AE7FC24A5159216BDE4122AC.jpg,,,,,,,,,2026-01-28T23:59:59Z,PROSPECTUS,14,9
47895,0000042182627,50.0,Vaseline,"Vaselina Original, emb. 50 ml",50 ml,1.49,29.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E0EB13990B782E556D3F0DA6E2E82981.jpg,,,,,,,,,2026-01-28T23:59:59Z,PROSPECTUS,14,9
4791,5010103803403,700.0,J&B,Whisky 15 anos c/caixa,Garrafa de 700 ml,26.29,37.56,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/60235257103CB19EF8ABB0C7DC8E78C0.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,9
48718,5601027954748,378.0,Bollycao,9 croissants recheio cacau e avelã,Embalagem de 378g,3.34,8.84,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F2C8244AFC4A02BA9AD8FB40CC010111.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,9
48729,8410376064445,150.0,Gullón,"Finas aveia chocolate leite zero, embalagem de 150g",,2.04,13.6,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F6A109D7797D615A49187DADBA78A468.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,9
49385,4001724038993,355.0,Dr. Oetker,"Pizza tonno, embalagem de 355g",,3.69,10.39,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA935000CC5AD3F3C6CA22F86EC4B1A8.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,9
49392,4001724039204,320.0,Dr. Oetker,Pizza Ristorante Pepperoni-Salame,Embalagem de 320g,3.69,11.53,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/97020808BED188B1A034BCC8DC6633CF.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,9
494,3041090004247,200.0,Blédina,"Refeição pronta boião de frango e arroz, 200g",,1.49,7.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/61DAC8BF0A14F05F8B631B48EF546DDA.jpg,,,,,,,,,2026-01-28T23:59:59Z,PROSPECTUS,14,9
49412,5601151969557,600.0,Compal,"Sumo 100% multifrutos, pack 3 x 200 ml",,1.49,2.48,600,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/221AF81EED53A26B526F24D35271373F.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,9
49432,4001724039051,345.0,Dr. Oetker,Pizza Speciale,Embalagem de 345g,3.69,10.7,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/70751A7887E2B4C8A9C28CD4428D0373.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,9
49461,5900020023094,375.0,Nestlé,"Cini minis canela, embalagem de 375g",,2.98,7.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6971BBFEA24941874EC510EECF08F124.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,9
4973,5601007001011,750.0,Ferreira,"Ferreira Vinho do Porto Tawny, garrafa 75 cl",Garrafa de 750 ml,5.99,7.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/506DE37AC44780DFABFA7D2932985FC0.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,9
52021,8445290634887,320.0,Nesquik,"Bebida de Chocolate Solúvel sem Glúten, emb. 320 gr",,5.24,16.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/28A69E43418A329DE1795F21E59ADD95.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,9
52073,8445290728791,330.0,Nestlé,"Cereais Chocolate de Leitet, emb. 330 gr",,2.94,8.91,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CC00E8EA351EED284E50F20A3C7AAEBA.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,9
52302,3600542512428,400.0,Garnier,Champô Ultra Suave Carvão,Embalagem de 400ml,3.19,7.98,400,L,€/L,,Produtos Bio,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C53BE5FF3815607BB10E6D7A8D669C09.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,9
52806,8711327608153,400.0,Magnum,"Gelado chocolate branco com morango, 400 ml",,3.99,9.98,400,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D8E3D5651D942B9134970E7747D188FF.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,9
5297,5601174205403,750.0,Periquita,"Vinho rosé península de setúbal, garrafa de 0.75 l",,3.69,4.92,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5560F493A8F7D29191B8915BD59AAEB5.jpg,,,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,9
53235,8711327578517,330.0,Magnum,"Mini gelados double caramelo, 6 x 55ml",,4.49,13.61,330,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D1720FF46E4B1CE67AD4804729D646D3.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A5D7D503499A51157A2748A5C2410941.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A5D7D503499A51157A2748A5C2410941.jpg,,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,9
53236,8711327581937,330.0,Magnum,"Mini gelados double framboesa, 6 x 55ml",,4.49,13.61,330,L,€/L,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6932EECFEFF640B58D8FE0AAE944AFD2.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AE4B42C54F61649E5F63B556EA44C28A.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AE4B42C54F61649E5F63B556EA44C28A.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AE4B42C54F61649E5F63B556EA44C28A.jpg,,,,,,2026-01-21T23:59:59Z,PROSPECTUS,14,9
