identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,images_0,images_1,images_2,images_3,pictogrammes_libelleCategorie,avantages_dateFin,avantages_categorie,nro_paginas,page,images_4,images_5,pictogrammes_0,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise
44916,8711327480438,440.0,Olá,Gelado Magnum Double Gold Caramel billionaire,Embalagem de 440 ml,3.99,9.07,440,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/11A9044A9D8B645178EB986F98057579.jpg,,,,Tipo de stockagem,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,9,,,,,,,,,,,
45065,3086123499133,,Bic,Lápis de cor kids,24 unidades,3.99,3.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2EC5BA06FA9976DCD379CD300DB76424.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,9,,,,,,,,,,,
457,8888056708604,90.0,Koka,Massa instantânea com sabor a tomat,Embalagem de 90g,0.74,8.22,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4373842D4547A0691F453E9F59ABDBE7.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,9,,,,,,,,,,,
45863,8714789943206,650.0,Palmolive,"Gel de banho natural, macadâmia",Embalagem de 650 ml,3.29,5.06,650,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7502EDB53AFBA22EE165353840D36E3F.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,9,,,,,,,,,,,
4615,4026700395952,20.0,Uhu,Cola Universal,Embalagem de 2x20ml,2.75,137.5,20,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5AE51282CEF47DA015298E3464BDED74.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,9,,,,,,,,,,,
4617,4026700501926,,Uhu,Stick de cola,40 g,3.29,3.29,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3BAC9F477DE03126FB915848675CB45C.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,9,,,,,,,,,,,
46341,8720181031595,150.0,Axe,"Desodorizante Spray Anarchy, 150 ml",,3.59,23.93,150,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6DEF217745A2A52B0024E50637179070.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,9,,,,,,,,,,,
46510,8001841811840,75.0,Oral B,Dentífrico Pro-Expert Limpeza Profunda,Embalagem de 75 ml,2.89,38.53,75,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0FCDA29D55DFBE223550A3D225F99CDB.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,9,,,,,,,,,,,
46809,8410500003654,480.0,Danone,"Iogurte Pedaços Ananás 0% Matéria Gorda/Açúcares, 4 x 120 g",,2.29,4.77,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/03214B7E9273A4A4FCE73BB182EEF165.jpg,,,,1000 Artigos,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,9,,,,,,,,,,,
46871,8411660000224,,Sanytol,"Toalhitas desinfetantes, 36 unidades",,2.49,2.49,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/691009444FAA3A8250C3A01FC45C4352.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,9,,,,,,,,,,,
4688,5000116106103,400.0,Iglo,Cannellonis a bolonhesa,Embalagem de 400g,2.99,7.48,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8ABE730CA00DC36B272ECA29E56927AE.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,9,,,,,,,,,,,
46885,5054563087195,75.0,Aquafresh,Dentifríco splash morango,Embalagem de 75 ml,2.6,34.67,75,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/157FA78C33772AE4775327861F73C2AC.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,9,,,,,,,,,,,
47060,5900852054822,85.0,Blédina,Frutapura maçã e pera,Embalagem de 85g,0.98,11.53,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AB68426139773BC1589E8CCC5EDAC43A.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,9,,,,,,,,,,,
47082,8711200480098,155.0,Knorr,"Sopa massa e lentilhas, 155g",,2.59,16.71,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F74A7AF5083ABF64EE2DC88E1486D40A.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,9,,,,,,,,,,,
47083,8720182261908,182.0,Knorr,"Sopa massa e feijão, 182g",,2.59,14.23,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C290654E1013D2318B0D7867539890DD.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,9,,,,,,,,,,,
47470,8001841811925,75.0,Oral B,Dentífrico Pro-Expert Branqueamento,Embalagem de 75 ml,2.99,39.87,75,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/11253ED47BC980DDB95B516B9CA9E0EE.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,9,,,,,,,,,,,
47688,7702018476626,,Gillette,Máquina de barbear descartável sensitive,Embalagem com 4 + 1 unidade,4.19,4.19,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/11C2AB75955EFF9F6639C77E904B1119.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,9,,,,,,,,,,,
48197,8410650171005,1500.0,Ultima,Ração seca para cão Yorkshire,Embalagem de 1.5 kg,7.44,4.96,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/10C05FF683886ECE7836C339BA5C0070.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,9,,,,,,,,,,,
48737,7613287785886,100.0,Yogolino,Nestle yogolino alimento lacteo banana +6m 90g,Embalagem de 100g,0.95,9.5,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D34ACCA4A6B704E84864E42B8BE11568.jpg,,,,1000 Artigos,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,9,,,,,,,,,,,
48815,8006540614280,1015.0,Fairy,Detergente Manual para Loiça Original Ultra,Embalagem de 1015 ml,4.99,4.92,1015,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/59EECC35160526844A63D0203F8D248A.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,9,,,,,,,,,,,
49061,5000204073492,269.0,Glade,Ambientador relaxing zen,269 ml,7.19,26.73,269,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9540FDB4C3368E0863D74A6155283932.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,9,,,,,,,,,,,
49178,3600523966370,150.0,Elvive,Mousse para Cabelo Comprido e Ondulado,150 ml,5.59,37.27,150,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9989CB08ABD2E8BF8A2DAF5370464D63.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,9,,,,,,,,,,,
49298,5607238032176,360.0,Casa de Mateus,Doce de tomate fruta da época,Embalagem de 360g,2.99,8.31,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/90BB8FDBFF6578060EBBDDDAF64AC89D.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,9,,,,,,,,,,,
49337,5605466204358,150.0,Prisca,Barriga fumada forno lenha,Embalagem de 150g,3.39,22.6,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3297FD62DE2811642FB08C85D2C940E1.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,16,9,,,,,,,,,,,
49450,5601063060748,35.0,Margão,Pimenta preta moída,Embalagem de 35g,1.37,39.14,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3EB215C5622B3C4113FE66E54DEC2AA3.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,9,,,,,,,,,,,
49461,5900020023094,375.0,Nestlé,Cini minis canela,Embalagem de 375g,2.99,7.97,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7325E97120EC1AEF0822F45F9D9F7751.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,9,,,,,,,,,,,
49483,5029053550091,,Huggies,"Toalhitas Bebé Pure, 3 x 56un.",,3.39,3.39,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/21918B6A6635F4505F093E4466CC5A36.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,9,,,,,,,,,,,
49506,8006540618639,,Dodot,Fralda Cueca Extra T4 | 10 a 15 Kg,Embalagem c/ 62 un.,13.49,13.49,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/64E5F794E2F531D28C7B2EDBB1AF77CE.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,9,,,,,,,,,,,
49696,5604260279753,,PorSi,Bloco Notas A5 Pautado,100 folhas,1.29,1.29,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/35BE51E54885C62EB8E8426674E95B04.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,9,,,,,,,,,,,
49772,8445290308825,125.0,Gerber,Fruta Pera e Banana Bio,Boião de 125g,1.24,9.92,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A1D1A95B9E35B2DB8904120326F52426.jpg,,,,Produtos Bio,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,9,,,,,,,,,,,
49774,8445290218018,90.0,Gerber,"Nutrição Infantil Bio Pera, Maçã e Banana, 90g",,0.89,9.89,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8FC52A9453BDA7385115562A41D390CF.jpg,,,,Produtos Bio,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,9,,,,,,,,,,,
49779,7613287805119,190.0,Gerber,"Refeição Bio Puré de Ervilhas com batata e frango, 190g",,1.99,10.47,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8115AF04DD1FE11036F6E66AF0A9E321.jpg,,,,Produtos Bio,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,9,,,,,,,,,,,
50076,6001076003241,75.0,Aquafresh,"Dentífrico Senses Melancia, Pepino e Menta",75 ml,1.84,24.53,75,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/559EAD4BEEBFD4065BB8C74F79A0FF02.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,9,,,,,,,,,,,
50175,8005125677542,,Clementoni,"Jogo ""Descobre as palavras""",1 unidade,12.99,12.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/76BA37119C639EB63F95B9844489449A.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,9,,,,,,,,,,,
50194,3154144642101,,Maped,Tesoura Essentials,13 cm,0.99,0.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C926AEDDCAEF5F5340D20D93F34262B5.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,9,,,,,,,,,,,
50386,8445290290014,30.0,Maggi,"Molho Suculento Frango no Forno com Alho e Cebola em Saqueta, 30g",,0.89,29.67,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0CA9D0BA31C0E8C3087456EA0E4676B5.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,9,,,,,,,,,,,
50454,5603722521829,1208.0,Mimosa,"Iogurte líquido Aroma Banana e Morango, 8 x 151 ml",,2.79,2.31,1208,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/075A7A2665714F15CA6F04254C980D30.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,10,,,,,,,,,,,
51081,8006540758946,210.0,Lenor,Pérolas de Perfume Sensations,embalagem de 210 g,5.99,28.52,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C61FE804239F09CC477FFED570E1078D.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,10,,,,,,,,,,,
511,3046920028363,100.0,Lindt,"Tablete de chocolate excellence, 85% cacau",Embalagem de 100g,2.46,24.6,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/05B4E950A6290D86B9B96B210C726A38.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,10,,,,,,,,,,,
51178,8410436428255,,Persil,Detergente Máquina Roupa Universal 4 em 1,52 cápsulas,11.99,11.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3142CD08DE798233E1B3C4D949069117.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,10,,,,,,,,,,,
51182,5601217137272,,Quanto,"Perfumador de Roupa Rosa, 36 doses",,2.99,2.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/73E6C5CD1DD294A9187A29BC9C940EBE.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,10,,,,,,,,,,,
51250,8445290287229,30.0,Maggi,"Molho Suculento Entrecosto no Forno com Pimentão Doce, Alho e Mel, 30g",,0.89,29.67,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/456CDF14FAC2BD6198BF856B10BED187.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,10,,,,,,,,,,,
51588,5604260324514,,PorSi,Caderno Espiral A5 Quadricular,80 folhas,1.29,1.29,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1443848F8173407FECE9170FF2F6D80F.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,10,,,,,,,,,,,
51660,8410136026355,340.0,Whiskas,Comida Húmida Gato Selection Gelatina de Aves,Embalagem de 4 x 85 g,2.24,6.59,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/38AE84B191F037EB2296EA9FFBECE6AE.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,10,,,,,,,,,,,
51863,5900852060816,85.0,Blédina,Blédina fruta pouch pêra cenoura beterraba e ameixa,Embalagem de 85g,0.98,11.53,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D78EFB5F00FC3563F02CA6EDC07F79FA.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,10,,,,,,,,,,,
51963,8410136026058,340.0,Whiskas,Comida Húmida Gatos Senior Sel. Aves,Embalagem de 340g,2.24,6.59,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9E5FAAFC57FEC9D446F11D90FEA86205.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,10,,,,,,,,,,,
52026,8711327585324,440.0,Magnum,Gelado Double Starchaser,Embalagem de 440 ml,4.14,9.41,440,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2D7F87BD88B8BA13E5EC2A2804048702.jpg,,,,Tipo de stockagem,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,10,,,,,,,,,,,
52057,5900951301889,340.0,Whiskas,Comida Húmida Gatos Júnior Sel. Clássica,Embalagem de 340g,2.39,7.03,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/96348D88B242C40E1C5728AFD0C7841E.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,10,,,,,,,,,,,
52076,8711327585607,440.0,Magnum,Gelado Double Sunlover,Embalagem de 440 ml,4.14,9.41,440,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F71DC38C6EF68111D30F263BB55DD9E7.jpg,,,,Tipo de stockagem,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,10,,,,,,,,,,,
52106,5604260327720,750.0,Selecção de Enófilos,Vinho Branco Dão Reserva,"Garrafa de 0,75 l",2.99,3.99,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7F90DD6793BEEF7695C0463E89CC7BF4.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,16,10,,,,,,,,,,,
52336,8720181392948,,Comfort,Amaciador Roupa Concentrado Creations Leite de Coco e Óleo de Argão,76 Doses,3.99,3.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B5AB3913DE6B52169BC469E25747FB10.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,10,,,,,,,,,,,
52367,8428076006337,,Veet,Bandas Depilatórias Cera Fria Faciais Pele Normal,Embalagem de 16 unidades,5.94,5.94,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/340E5D25BCEE3B453E834B0431FB5226.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,10,,,,,,,,,,,
52435,3086123329249,,Bic,Canetas Feltro de Colorir Kids,18 Unidades,3.49,3.49,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/63DCC6B9AE9D498F0604CEEAC2602349.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,10,,,,,,,,,,,
52526,5604260329663,750.0,Selecção de Enófilos,Vinho Tinto Alentejo Alicante-Bouschet,Garrafa de 0.75 litros,2.99,3.99,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7CE87DC21CFD61B2D2073EEBE7020748.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,16,10,,,,,,,,,,,
52552,8720182626004,80.0,Knorr,"Caldo de Peixe com Azeite Virgem Extra, 8 unidades",,1.85,23.13,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F68FD2ADC0D48A7B895146A96025B51C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9B844946D0805478C1AE61E4E2E363AC.jpg,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,10,,,,,,,,,,,
52636,8719200269026,400.0,Planta,"Creme Vegetal para Barrar, 400g",,2.49,6.23,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F2CFBA4FEEFEB61DCCAE1BF3D707E3AF.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,10,,,,,,,,,,,
52823,8720181384103,,Skip,"Detergente Roupa Máquina Cápsulas Sabão Natural, 45 Doses",,9.99,9.99,45,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F539E4002B56C2715DC7F143B70C8FE5.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,10,,,,,,,,,,,
52829,5000299634493,700.0,Beefeater,"Gin Black, garrafa de 700 ml",,19.99,28.56,700,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8882B7BE4919640EC13F7CF28D867A8E.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,10,,,,,,,,,,,
52836,5900852066283,225.0,Aptamil,"Papa Infantil 4 Frutas +6 meses, 225g",,2.99,13.29,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FA29CD4AA7A3791B808AFA4EAE891984.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,10,,,,,,,,,,,
52840,8711327420618,55.0,Knorr,"Pasta Pot Carbonara, 55g",,1.69,30.73,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BBA3B2C5569EBE70CCAAE0DBF18350D6.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,10,,,,,,,,,,,
52860,7613039446478,,Nescafé,"Café Cápsulas Dolce Gusto Ristretto Napoli, 48 unidades",,14.99,14.99,48,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D7F7E8817B9390851EB0F97DA54E5D7E.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,10,,,,,,,,,,,
52861,8445290092021,,Nescafé,"Café Cápsulas Dolce Gusto Buondi Intenso, 48 unidades",,13.99,13.99,48,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/147823124391741D7994D9E5DE8E196D.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,10,,,,,,,,,,,
52862,8445290351425,,Nescafé,"Café Cápsulas Dolce Gusto Sical Extra Creme, 48 unidades",,13.99,13.99,48,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/379425E602B571EE1E5B82FB1669C2FD.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,10,,,,,,,,,,,
52878,5603722522482,330.0,Pleno,"Kombucha Chá Verde, garrafa de 330 ml",,1.85,5.61,330,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A6A928B2E75640A1A7002F9999FE2282.jpg,,,,Produtos Bio,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,10,,,,,,,,,,,
52891,8720181387357,600.0,Skip,"Detergente em Pó Máquina de Roupa Active Clean, 12 Doses",,2.99,4.98,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/57A6A7FF199125F45C11F360C191B640.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,10,,,,,,,,,,,
52896,8720181380716,,Skip,"Detergente Cápsulas Máquina de Roupa Sensitive, 40 doses",,10.99,10.99,40,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FA591D23EC9054B7221A5C30B763EC5B.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,10,,,,,,,,,,,
52902,5601217137708,3180.0,Xau,"Detergente Líquido Máquina de Roupa Gel Ativo, 69 doses",,8.99,2.83,3180,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E0EA6D0C56A717E075A5E4DB2C7A794E.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,10,,,,,,,,,,,
52915,8720181202469,150.0,Dove,"Desodorizante Spray Maracujá 48h, 150 ml",,2.99,19.93,150,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/50D58AAAE2626C7D4631EF928211CCD6.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,10,,,,,,,,,,,
52922,8720181297571,150.0,Axe,"Desodorizante Spray Acqua Bergamot, 150 ml",,4.79,31.93,150,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3DB05D9E74793E64A0B2E418B1CA9BE2.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,10,,,,,,,,,,,
52945,8410500008727,400.0,Danone,"Iogurte Danonino Petit Morango, 4 x 100g",,2.39,5.98,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7F4489E1D7EF42149F7DDCD17A5A4E27.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,10,,,,,,,,,,,
5296,5601174204000,750.0,Periquita,Vinho tinto península de setúbal,Garrafa de 0.75 l,3.69,4.92,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AB234F0A0DE94024ACA7E3248E380284.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,16,10,,,,,,,,,,,
5298,5601174301006,750.0,Alambre,Moscatel de setúbal,"Garrafa de 0,75L",4.99,6.65,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/81D385C430532672DD6A0698676ADB78.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,16,10,,,,,,,,,,,
52993,8434165615212,350.0,Cuétara,"Cereais Cho Flakes Duo, 350g",,2.84,8.11,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6E6C8FCDF7D230071F50D39A7E8D8647.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8FFCC710BA13D1797C5DFC4064BF3D9B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8FFCC710BA13D1797C5DFC4064BF3D9B.jpg,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,10,,,,,,,,,,,
52995,5601019005960,350.0,Guloso,"Molho Bolonhesa, 350g",,3.69,10.54,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0B174D4F8D03C427A0573F85EFA88129.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,10,,,,,,,,,,,
53051,3083681145816,375.0,Bonduelle,"Beringelas à Mediterrânea, 375g",,2.9,7.73,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/11148A97C4993E08A39ACDE3F67837A8.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,10,,,,,,,,,,,
53163,8445291099418,,Buondi,"Café Original Nespresso, 10 Cápsulas",,2.99,2.99,10,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/412E50E97B2C22AD92ECB9945EA20DCA.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,10,,,,,,,,,,,
5320,5601213170693,700.0,Aliança Velha,Aguardente vínica velha,Garrafa de 700 ml,12.59,17.99,700,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/45D58F2BF4AFD79B5E14ED23C162BB4B.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,16,10,,,,,,,,,,,
